,metric,reporter,count,sample
2330,total,GFP_BAR_007,2513,U2OS_WT_1h_BR4
2331,unrepaired,GFP_BAR_007,1773,U2OS_WT_1h_BR4
2332,A,GFP_BAR_008,35,U2OS_WT_1h_BR4
2333,C,GFP_BAR_008,0,U2OS_WT_1h_BR4
2334,G,GFP_BAR_008,11770,U2OS_WT_1h_BR4
2335,T,GFP_BAR_008,2,U2OS_WT_1h_BR4
2336,del,GFP_BAR_008,6,U2OS_WT_1h_BR4
2337,del_mh,GFP_BAR_008,0,U2OS_WT_1h_BR4
2338,del_nomh,GFP_BAR_008,6,U2OS_WT_1h_BR4
2339,ins,GFP_BAR_008,0,U2OS_WT_1h_BR4
2340,repaired,GFP_BAR_008,11770,U2OS_WT_1h_BR4
2341,total,GFP_BAR_008,11813,U2OS_WT_1h_BR4
2342,unrepaired,GFP_BAR_008,35,U2OS_WT_1h_BR4
2343,A,GFP_BAR_009,15,U2OS_WT_1h_BR4
2344,C,GFP_BAR_009,6648,U2OS_WT_1h_BR4
2345,G,GFP_BAR_009,10,U2OS_WT_1h_BR4
2346,T,GFP_BAR_009,6451,U2OS_WT_1h_BR4
2347,del,GFP_BAR_009,202,U2OS_WT_1h_BR4
2348,del_mh,GFP_BAR_009,0,U2OS_WT_1h_BR4
2349,del_nomh,GFP_BAR_009,202,U2OS_WT_1h_BR4
2350,ins,GFP_BAR_009,0,U2OS_WT_1h_BR4
2351,repaired,GFP_BAR_009,6451,U2OS_WT_1h_BR4
2352,total,GFP_BAR_009,13326,U2OS_WT_1h_BR4
2353,unrepaired,GFP_BAR_009,6648,U2OS_WT_1h_BR4
2354,A,GFP_BAR_010,0,U2OS_WT_1h_BR4
2355,C,GFP_BAR_010,0,U2OS_WT_1h_BR4
2356,G,GFP_BAR_010,0,U2OS_WT_1h_BR4
2357,T,GFP_BAR_010,0,U2OS_WT_1h_BR4
2358,del,GFP_BAR_010,0,U2OS_WT_1h_BR4
2359,del_mh,GFP_BAR_010,0,U2OS_WT_1h_BR4
2360,del_nomh,GFP_BAR_010,0,U2OS_WT_1h_BR4
2361,ins,GFP_BAR_010,0,U2OS_WT_1h_BR4
2362,repaired,GFP_BAR_010,0,U2OS_WT_1h_BR4
2363,total,GFP_BAR_010,7028,U2OS_WT_1h_BR4
2364,unrepaired,GFP_BAR_010,0,U2OS_WT_1h_BR4
2365,A,GFP_BAR_DSBR_2,0,U2OS_WT_1h_BR4
2366,C,GFP_BAR_DSBR_2,0,U2OS_WT_1h_BR4
2367,G,GFP_BAR_DSBR_2,0,U2OS_WT_1h_BR4
2368,T,GFP_BAR_DSBR_2,0,U2OS_WT_1h_BR4
2369,del,GFP_BAR_DSBR_2,310,U2OS_WT_1h_BR4
2370,del_mh,GFP_BAR_DSBR_2,23,U2OS_WT_1h_BR4
2371,del_nomh,GFP_BAR_DSBR_2,287,U2OS_WT_1h_BR4
2372,ins,GFP_BAR_DSBR_2,29,U2OS_WT_1h_BR4
2373,repaired,GFP_BAR_DSBR_2,0,U2OS_WT_1h_BR4
2374,total,GFP_BAR_DSBR_2,12354,U2OS_WT_1h_BR4
2375,unrepaired,GFP_BAR_DSBR_2,0,U2OS_WT_1h_BR4
2376,A,GFP_BAR_003,2,TK6_PolQ_4h_BR0
2377,C,GFP_BAR_003,4899,TK6_PolQ_4h_BR0
2378,G,GFP_BAR_003,1088,TK6_PolQ_4h_BR0
2379,T,GFP_BAR_003,2,TK6_PolQ_4h_BR0
2380,del,GFP_BAR_003,0,TK6_PolQ_4h_BR0
2381,del_mh,GFP_BAR_003,0,TK6_PolQ_4h_BR0
2382,del_nomh,GFP_BAR_003,0,TK6_PolQ_4h_BR0
2383,ins,GFP_BAR_003,0,TK6_PolQ_4h_BR0
2384,repaired,GFP_BAR_003,1088,TK6_PolQ_4h_BR0
2385,total,GFP_BAR_003,5991,TK6_PolQ_4h_BR0
2386,unrepaired,GFP_BAR_003,4899,TK6_PolQ_4h_BR0
2387,A,GFP_BAR_004,0,TK6_PolQ_4h_BR0
2388,C,GFP_BAR_004,0,TK6_PolQ_4h_BR0
2389,G,GFP_BAR_004,0,TK6_PolQ_4h_BR0
2390,T,GFP_BAR_004,0,TK6_PolQ_4h_BR0
2391,del,GFP_BAR_004,0,TK6_PolQ_4h_BR0
2392,del_mh,GFP_BAR_004,0,TK6_PolQ_4h_BR0
2393,del_nomh,GFP_BAR_004,0,TK6_PolQ_4h_BR0
2394,ins,GFP_BAR_004,0,TK6_PolQ_4h_BR0
2395,repaired,GFP_BAR_004,0,TK6_PolQ_4h_BR0
2396,total,GFP_BAR_004,1213,TK6_PolQ_4h_BR0
2397,unrepaired,GFP_BAR_004,0,TK6_PolQ_4h_BR0
2398,A,GFP_BAR_005,4,TK6_PolQ_4h_BR0
2399,C,GFP_BAR_005,1988,TK6_PolQ_4h_BR0
2400,G,GFP_BAR_005,1,TK6_PolQ_4h_BR0
2401,T,GFP_BAR_005,13090,TK6_PolQ_4h_BR0
2402,del,GFP_BAR_005,12,TK6_PolQ_4h_BR0
2403,del_mh,GFP_BAR_005,0,TK6_PolQ_4h_BR0
2404,del_nomh,GFP_BAR_005,12,TK6_PolQ_4h_BR0
2405,ins,GFP_BAR_005,0,TK6_PolQ_4h_BR0
2406,repaired,GFP_BAR_005,1988,TK6_PolQ_4h_BR0
2407,total,GFP_BAR_005,15095,TK6_PolQ_4h_BR0
2408,unrepaired,GFP_BAR_005,13090,TK6_PolQ_4h_BR0
2409,A,GFP_BAR_006,571,TK6_PolQ_4h_BR0
2410,C,GFP_BAR_006,13046,TK6_PolQ_4h_BR0
2411,G,GFP_BAR_006,8,TK6_PolQ_4h_BR0
2412,T,GFP_BAR_006,24,TK6_PolQ_4h_BR0
2413,del,GFP_BAR_006,35,TK6_PolQ_4h_BR0
2414,del_mh,GFP_BAR_006,0,TK6_PolQ_4h_BR0
2415,del_nomh,GFP_BAR_006,35,TK6_PolQ_4h_BR0
2416,ins,GFP_BAR_006,0,TK6_PolQ_4h_BR0
2417,repaired,GFP_BAR_006,13046,TK6_PolQ_4h_BR0
2418,total,GFP_BAR_006,13684,TK6_PolQ_4h_BR0
2419,unrepaired,GFP_BAR_006,571,TK6_PolQ_4h_BR0
2420,A,GFP_BAR_007,32,TK6_PolQ_4h_BR0
2421,C,GFP_BAR_007,16,TK6_PolQ_4h_BR0
2422,G,GFP_BAR_007,15197,TK6_PolQ_4h_BR0
2423,T,GFP_BAR_007,1647,TK6_PolQ_4h_BR0
2424,del,GFP_BAR_007,453,TK6_PolQ_4h_BR0
2425,del_mh,GFP_BAR_007,0,TK6_PolQ_4h_BR0
2426,del_nomh,GFP_BAR_007,453,TK6_PolQ_4h_BR0
2427,ins,GFP_BAR_007,1,TK6_PolQ_4h_BR0
2428,repaired,GFP_BAR_007,15197,TK6_PolQ_4h_BR0
2429,total,GFP_BAR_007,17345,TK6_PolQ_4h_BR0
2430,unrepaired,GFP_BAR_007,1647,TK6_PolQ_4h_BR0
2431,A,GFP_BAR_008,334,TK6_PolQ_4h_BR0
2432,C,GFP_BAR_008,4,TK6_PolQ_4h_BR0
2433,G,GFP_BAR_008,19940,TK6_PolQ_4h_BR0
2434,T,GFP_BAR_008,5,TK6_PolQ_4h_BR0
2435,del,GFP_BAR_008,6,TK6_PolQ_4h_BR0
2436,del_mh,GFP_BAR_008,0,TK6_PolQ_4h_BR0
2437,del_nomh,GFP_BAR_008,6,TK6_PolQ_4h_BR0
2438,ins,GFP_BAR_008,0,TK6_PolQ_4h_BR0
2439,repaired,GFP_BAR_008,19940,TK6_PolQ_4h_BR0
2440,total,GFP_BAR_008,20289,TK6_PolQ_4h_BR0
2441,unrepaired,GFP_BAR_008,334,TK6_PolQ_4h_BR0
2442,A,GFP_BAR_009,26,TK6_PolQ_4h_BR0
2443,C,GFP_BAR_009,3798,TK6_PolQ_4h_BR0
2444,G,GFP_BAR_009,50,TK6_PolQ_4h_BR0
2445,T,GFP_BAR_009,14518,TK6_PolQ_4h_BR0
2446,del,GFP_BAR_009,186,TK6_PolQ_4h_BR0
2447,del_mh,GFP_BAR_009,2,TK6_PolQ_4h_BR0
2448,del_nomh,GFP_BAR_009,184,TK6_PolQ_4h_BR0
2449,ins,GFP_BAR_009,0,TK6_PolQ_4h_BR0
2450,repaired,GFP_BAR_009,14518,TK6_PolQ_4h_BR0
2451,total,GFP_BAR_009,18578,TK6_PolQ_4h_BR0
2452,unrepaired,GFP_BAR_009,3798,TK6_PolQ_4h_BR0
2453,A,GFP_BAR_010,0,TK6_PolQ_4h_BR0
2454,C,GFP_BAR_010,0,TK6_PolQ_4h_BR0
2455,G,GFP_BAR_010,0,TK6_PolQ_4h_BR0
2456,T,GFP_BAR_010,0,TK6_PolQ_4h_BR0
2457,del,GFP_BAR_010,0,TK6_PolQ_4h_BR0
2458,del_mh,GFP_BAR_010,0,TK6_PolQ_4h_BR0
2459,del_nomh,GFP_BAR_010,0,TK6_PolQ_4h_BR0
2460,ins,GFP_BAR_010,0,TK6_PolQ_4h_BR0
2461,repaired,GFP_BAR_010,0,TK6_PolQ_4h_BR0
2462,total,GFP_BAR_010,7990,TK6_PolQ_4h_BR0
2463,unrepaired,GFP_BAR_010,0,TK6_PolQ_4h_BR0
2464,A,GFP_BAR_DSBR_2,0,TK6_PolQ_4h_BR0
2465,C,GFP_BAR_DSBR_2,0,TK6_PolQ_4h_BR0
2466,G,GFP_BAR_DSBR_2,0,TK6_PolQ_4h_BR0
2467,T,GFP_BAR_DSBR_2,0,TK6_PolQ_4h_BR0
2468,del,GFP_BAR_DSBR_2,487,TK6_PolQ_4h_BR0
2469,del_mh,GFP_BAR_DSBR_2,23,TK6_PolQ_4h_BR0
2470,del_nomh,GFP_BAR_DSBR_2,464,TK6_PolQ_4h_BR0
2471,ins,GFP_BAR_DSBR_2,33,TK6_PolQ_4h_BR0
2472,repaired,GFP_BAR_DSBR_2,0,TK6_PolQ_4h_BR0
2473,total,GFP_BAR_DSBR_2,11088,TK6_PolQ_4h_BR0
2474,unrepaired,GFP_BAR_DSBR_2,0,TK6_PolQ_4h_BR0
2475,A,GFP_BAR_003,0,TK6_WT_2h_BR2
2476,C,GFP_BAR_003,7288,TK6_WT_2h_BR2
2477,G,GFP_BAR_003,507,TK6_WT_2h_BR2
2478,T,GFP_BAR_003,2,TK6_WT_2h_BR2
2479,del,GFP_BAR_003,4,TK6_WT_2h_BR2
2480,del_mh,GFP_BAR_003,0,TK6_WT_2h_BR2
2481,del_nomh,GFP_BAR_003,4,TK6_WT_2h_BR2
2482,ins,GFP_BAR_003,0,TK6_WT_2h_BR2
2483,repaired,GFP_BAR_003,507,TK6_WT_2h_BR2
2484,total,GFP_BAR_003,7801,TK6_WT_2h_BR2
2485,unrepaired,GFP_BAR_003,7288,TK6_WT_2h_BR2
2486,A,GFP_BAR_004,0,TK6_WT_2h_BR2
2487,C,GFP_BAR_004,0,TK6_WT_2h_BR2
2488,G,GFP_BAR_004,0,TK6_WT_2h_BR2
2489,T,GFP_BAR_004,0,TK6_WT_2h_BR2
2490,del,GFP_BAR_004,0,TK6_WT_2h_BR2
2491,del_mh,GFP_BAR_004,0,TK6_WT_2h_BR2
2492,del_nomh,GFP_BAR_004,0,TK6_WT_2h_BR2
2493,ins,GFP_BAR_004,0,TK6_WT_2h_BR2
2494,repaired,GFP_BAR_004,0,TK6_WT_2h_BR2
2495,total,GFP_BAR_004,167,TK6_WT_2h_BR2
2496,unrepaired,GFP_BAR_004,0,TK6_WT_2h_BR2
2497,A,GFP_BAR_005,5,TK6_WT_2h_BR2
2498,C,GFP_BAR_005,1584,TK6_WT_2h_BR2
2499,G,GFP_BAR_005,2,TK6_WT_2h_BR2
2500,T,GFP_BAR_005,9215,TK6_WT_2h_BR2
2501,del,GFP_BAR_005,20,TK6_WT_2h_BR2
2502,del_mh,GFP_BAR_005,1,TK6_WT_2h_BR2
2503,del_nomh,GFP_BAR_005,19,TK6_WT_2h_BR2
2504,ins,GFP_BAR_005,2,TK6_WT_2h_BR2
2505,repaired,GFP_BAR_005,1584,TK6_WT_2h_BR2
2506,total,GFP_BAR_005,10826,TK6_WT_2h_BR2
2507,unrepaired,GFP_BAR_005,9215,TK6_WT_2h_BR2
2508,A,GFP_BAR_006,583,TK6_WT_2h_BR2
2509,C,GFP_BAR_006,8794,TK6_WT_2h_BR2
2510,G,GFP_BAR_006,10,TK6_WT_2h_BR2
2511,T,GFP_BAR_006,23,TK6_WT_2h_BR2
2512,del,GFP_BAR_006,30,TK6_WT_2h_BR2
2513,del_mh,GFP_BAR_006,0,TK6_WT_2h_BR2
2514,del_nomh,GFP_BAR_006,30,TK6_WT_2h_BR2
2515,ins,GFP_BAR_006,2,TK6_WT_2h_BR2
2516,repaired,GFP_BAR_006,8794,TK6_WT_2h_BR2
2517,total,GFP_BAR_006,9440,TK6_WT_2h_BR2
2518,unrepaired,GFP_BAR_006,583,TK6_WT_2h_BR2
2519,A,GFP_BAR_007,22,TK6_WT_2h_BR2
2520,C,GFP_BAR_007,15,TK6_WT_2h_BR2
2521,G,GFP_BAR_007,6490,TK6_WT_2h_BR2
2522,T,GFP_BAR_007,1567,TK6_WT_2h_BR2
2523,del,GFP_BAR_007,578,TK6_WT_2h_BR2
2524,del_mh,GFP_BAR_007,0,TK6_WT_2h_BR2
2525,del_nomh,GFP_BAR_007,578,TK6_WT_2h_BR2
2526,ins,GFP_BAR_007,2,TK6_WT_2h_BR2
2527,repaired,GFP_BAR_007,6490,TK6_WT_2h_BR2
2528,total,GFP_BAR_007,8672,TK6_WT_2h_BR2
2529,unrepaired,GFP_BAR_007,1567,TK6_WT_2h_BR2
2530,A,GFP_BAR_008,163,TK6_WT_2h_BR2
2531,C,GFP_BAR_008,0,TK6_WT_2h_BR2
2532,G,GFP_BAR_008,12964,TK6_WT_2h_BR2
2533,T,GFP_BAR_008,1,TK6_WT_2h_BR2
2534,del,GFP_BAR_008,12,TK6_WT_2h_BR2
2535,del_mh,GFP_BAR_008,0,TK6_WT_2h_BR2
2536,del_nomh,GFP_BAR_008,12,TK6_WT_2h_BR2
2537,ins,GFP_BAR_008,0,TK6_WT_2h_BR2
2538,repaired,GFP_BAR_008,12964,TK6_WT_2h_BR2
2539,total,GFP_BAR_008,13140,TK6_WT_2h_BR2
2540,unrepaired,GFP_BAR_008,163,TK6_WT_2h_BR2
2541,A,GFP_BAR_009,13,TK6_WT_2h_BR2
2542,C,GFP_BAR_009,3637,TK6_WT_2h_BR2
2543,G,GFP_BAR_009,35,TK6_WT_2h_BR2
2544,T,GFP_BAR_009,9507,TK6_WT_2h_BR2
2545,del,GFP_BAR_009,170,TK6_WT_2h_BR2
2546,del_mh,GFP_BAR_009,0,TK6_WT_2h_BR2
2547,del_nomh,GFP_BAR_009,170,TK6_WT_2h_BR2
2548,ins,GFP_BAR_009,0,TK6_WT_2h_BR2
2549,repaired,GFP_BAR_009,9507,TK6_WT_2h_BR2
2550,total,GFP_BAR_009,13362,TK6_WT_2h_BR2
2551,unrepaired,GFP_BAR_009,3637,TK6_WT_2h_BR2
2552,A,GFP_BAR_010,0,TK6_WT_2h_BR2
2553,C,GFP_BAR_010,0,TK6_WT_2h_BR2
2554,G,GFP_BAR_010,0,TK6_WT_2h_BR2
2555,T,GFP_BAR_010,0,TK6_WT_2h_BR2
2556,del,GFP_BAR_010,0,TK6_WT_2h_BR2
2557,del_mh,GFP_BAR_010,0,TK6_WT_2h_BR2
2558,del_nomh,GFP_BAR_010,0,TK6_WT_2h_BR2
2559,ins,GFP_BAR_010,0,TK6_WT_2h_BR2
2560,repaired,GFP_BAR_010,0,TK6_WT_2h_BR2
2561,total,GFP_BAR_010,6936,TK6_WT_2h_BR2
2562,unrepaired,GFP_BAR_010,0,TK6_WT_2h_BR2
2563,A,GFP_BAR_DSBR_2,0,TK6_WT_2h_BR2
2564,C,GFP_BAR_DSBR_2,0,TK6_WT_2h_BR2
2565,G,GFP_BAR_DSBR_2,0,TK6_WT_2h_BR2
2566,T,GFP_BAR_DSBR_2,0,TK6_WT_2h_BR2
2567,del,GFP_BAR_DSBR_2,386,TK6_WT_2h_BR2
2568,del_mh,GFP_BAR_DSBR_2,46,TK6_WT_2h_BR2
2569,del_nomh,GFP_BAR_DSBR_2,340,TK6_WT_2h_BR2
2570,ins,GFP_BAR_DSBR_2,24,TK6_WT_2h_BR2
2571,repaired,GFP_BAR_DSBR_2,0,TK6_WT_2h_BR2
2572,total,GFP_BAR_DSBR_2,13819,TK6_WT_2h_BR2
2573,unrepaired,GFP_BAR_DSBR_2,0,TK6_WT_2h_BR2
2574,A,GFP_BAR_003,1,TK6_WT_1h_BR3
2575,C,GFP_BAR_003,5343,TK6_WT_1h_BR3
2576,G,GFP_BAR_003,305,TK6_WT_1h_BR3
2577,T,GFP_BAR_003,2,TK6_WT_1h_BR3
2578,del,GFP_BAR_003,2,TK6_WT_1h_BR3
2579,del_mh,GFP_BAR_003,0,TK6_WT_1h_BR3
2580,del_nomh,GFP_BAR_003,2,TK6_WT_1h_BR3
2581,ins,GFP_BAR_003,0,TK6_WT_1h_BR3
2582,repaired,GFP_BAR_003,305,TK6_WT_1h_BR3
2583,total,GFP_BAR_003,5653,TK6_WT_1h_BR3
2584,unrepaired,GFP_BAR_003,5343,TK6_WT_1h_BR3
2585,A,GFP_BAR_004,0,TK6_WT_1h_BR3
2586,C,GFP_BAR_004,0,TK6_WT_1h_BR3
2587,G,GFP_BAR_004,0,TK6_WT_1h_BR3
2588,T,GFP_BAR_004,0,TK6_WT_1h_BR3
2589,del,GFP_BAR_004,0,TK6_WT_1h_BR3
2590,del_mh,GFP_BAR_004,0,TK6_WT_1h_BR3
2591,del_nomh,GFP_BAR_004,0,TK6_WT_1h_BR3
2592,ins,GFP_BAR_004,0,TK6_WT_1h_BR3
2593,repaired,GFP_BAR_004,0,TK6_WT_1h_BR3
2594,total,GFP_BAR_004,77,TK6_WT_1h_BR3
2595,unrepaired,GFP_BAR_004,0,TK6_WT_1h_BR3
2596,A,GFP_BAR_005,6,TK6_WT_1h_BR3
2597,C,GFP_BAR_005,956,TK6_WT_1h_BR3
2598,G,GFP_BAR_005,0,TK6_WT_1h_BR3
2599,T,GFP_BAR_005,6491,TK6_WT_1h_BR3
2600,del,GFP_BAR_005,8,TK6_WT_1h_BR3
2601,del_mh,GFP_BAR_005,0,TK6_WT_1h_BR3
2602,del_nomh,GFP_BAR_005,8,TK6_WT_1h_BR3
2603,ins,GFP_BAR_005,0,TK6_WT_1h_BR3
2604,repaired,GFP_BAR_005,956,TK6_WT_1h_BR3
2605,total,GFP_BAR_005,7461,TK6_WT_1h_BR3
2606,unrepaired,GFP_BAR_005,6491,TK6_WT_1h_BR3
2607,A,GFP_BAR_006,670,TK6_WT_1h_BR3
2608,C,GFP_BAR_006,6434,TK6_WT_1h_BR3
2609,G,GFP_BAR_006,4,TK6_WT_1h_BR3
2610,T,GFP_BAR_006,9,TK6_WT_1h_BR3
2611,del,GFP_BAR_006,32,TK6_WT_1h_BR3
2612,del_mh,GFP_BAR_006,0,TK6_WT_1h_BR3
2613,del_nomh,GFP_BAR_006,32,TK6_WT_1h_BR3
2614,ins,GFP_BAR_006,0,TK6_WT_1h_BR3
2615,repaired,GFP_BAR_006,6434,TK6_WT_1h_BR3
2616,total,GFP_BAR_006,7149,TK6_WT_1h_BR3
2617,unrepaired,GFP_BAR_006,670,TK6_WT_1h_BR3
2618,A,GFP_BAR_007,32,TK6_WT_1h_BR3
2619,C,GFP_BAR_007,12,TK6_WT_1h_BR3
2620,G,GFP_BAR_007,2680,TK6_WT_1h_BR3
2621,T,GFP_BAR_007,1514,TK6_WT_1h_BR3
2622,del,GFP_BAR_007,688,TK6_WT_1h_BR3
2623,del_mh,GFP_BAR_007,0,TK6_WT_1h_BR3
2624,del_nomh,GFP_BAR_007,688,TK6_WT_1h_BR3
2625,ins,GFP_BAR_007,0,TK6_WT_1h_BR3
2626,repaired,GFP_BAR_007,2680,TK6_WT_1h_BR3
2627,total,GFP_BAR_007,4926,TK6_WT_1h_BR3
2628,unrepaired,GFP_BAR_007,1514,TK6_WT_1h_BR3
2629,A,GFP_BAR_008,133,TK6_WT_1h_BR3
2630,C,GFP_BAR_008,0,TK6_WT_1h_BR3
2631,G,GFP_BAR_008,9834,TK6_WT_1h_BR3
2632,T,GFP_BAR_008,3,TK6_WT_1h_BR3
2633,del,GFP_BAR_008,11,TK6_WT_1h_BR3
2634,del_mh,GFP_BAR_008,0,TK6_WT_1h_BR3
2635,del_nomh,GFP_BAR_008,11,TK6_WT_1h_BR3
2636,ins,GFP_BAR_008,0,TK6_WT_1h_BR3
2637,repaired,GFP_BAR_008,9834,TK6_WT_1h_BR3
2638,total,GFP_BAR_008,9981,TK6_WT_1h_BR3
2639,unrepaired,GFP_BAR_008,133,TK6_WT_1h_BR3
2640,A,GFP_BAR_009,10,TK6_WT_1h_BR3
2641,C,GFP_BAR_009,4193,TK6_WT_1h_BR3
2642,G,GFP_BAR_009,25,TK6_WT_1h_BR3
2643,T,GFP_BAR_009,7157,TK6_WT_1h_BR3
2644,del,GFP_BAR_009,138,TK6_WT_1h_BR3
2645,del_mh,GFP_BAR_009,0,TK6_WT_1h_BR3
2646,del_nomh,GFP_BAR_009,138,TK6_WT_1h_BR3
2647,ins,GFP_BAR_009,0,TK6_WT_1h_BR3
2648,repaired,GFP_BAR_009,7157,TK6_WT_1h_BR3
2649,total,GFP_BAR_009,11523,TK6_WT_1h_BR3
2650,unrepaired,GFP_BAR_009,4193,TK6_WT_1h_BR3
2651,A,GFP_BAR_010,0,TK6_WT_1h_BR3
2652,C,GFP_BAR_010,0,TK6_WT_1h_BR3
2653,G,GFP_BAR_010,0,TK6_WT_1h_BR3
2654,T,GFP_BAR_010,0,TK6_WT_1h_BR3
2655,del,GFP_BAR_010,0,TK6_WT_1h_BR3
2656,del_mh,GFP_BAR_010,0,TK6_WT_1h_BR3
2657,del_nomh,GFP_BAR_010,0,TK6_WT_1h_BR3
2658,ins,GFP_BAR_010,0,TK6_WT_1h_BR3
2659,repaired,GFP_BAR_010,0,TK6_WT_1h_BR3
2660,total,GFP_BAR_010,5700,TK6_WT_1h_BR3
2661,unrepaired,GFP_BAR_010,0,TK6_WT_1h_BR3
2662,A,GFP_BAR_DSBR_2,0,TK6_WT_1h_BR3
2663,C,GFP_BAR_DSBR_2,0,TK6_WT_1h_BR3
2664,G,GFP_BAR_DSBR_2,0,TK6_WT_1h_BR3
2665,T,GFP_BAR_DSBR_2,0,TK6_WT_1h_BR3
2666,del,GFP_BAR_DSBR_2,133,TK6_WT_1h_BR3
2667,del_mh,GFP_BAR_DSBR_2,8,TK6_WT_1h_BR3
2668,del_nomh,GFP_BAR_DSBR_2,125,TK6_WT_1h_BR3
2669,ins,GFP_BAR_DSBR_2,12,TK6_WT_1h_BR3
2670,repaired,GFP_BAR_DSBR_2,0,TK6_WT_1h_BR3
2671,total,GFP_BAR_DSBR_2,8511,TK6_WT_1h_BR3
2672,unrepaired,GFP_BAR_DSBR_2,0,TK6_WT_1h_BR3
2673,A,GFP_BAR_003,1,HAP1_WT_4h_BR1
2674,C,GFP_BAR_003,1478,HAP1_WT_4h_BR1
2675,G,GFP_BAR_003,587,HAP1_WT_4h_BR1
2676,T,GFP_BAR_003,1,HAP1_WT_4h_BR1
2677,del,GFP_BAR_003,2,HAP1_WT_4h_BR1
2678,del_mh,GFP_BAR_003,0,HAP1_WT_4h_BR1
2679,del_nomh,GFP_BAR_003,2,HAP1_WT_4h_BR1
2680,ins,GFP_BAR_003,0,HAP1_WT_4h_BR1
2681,repaired,GFP_BAR_003,587,HAP1_WT_4h_BR1
2682,total,GFP_BAR_003,2069,HAP1_WT_4h_BR1
2683,unrepaired,GFP_BAR_003,1478,HAP1_WT_4h_BR1
2684,A,GFP_BAR_004,0,HAP1_WT_4h_BR1
2685,C,GFP_BAR_004,0,HAP1_WT_4h_BR1
2686,G,GFP_BAR_004,0,HAP1_WT_4h_BR1
2687,T,GFP_BAR_004,0,HAP1_WT_4h_BR1
2688,del,GFP_BAR_004,0,HAP1_WT_4h_BR1
2689,del_mh,GFP_BAR_004,0,HAP1_WT_4h_BR1
2690,del_nomh,GFP_BAR_004,0,HAP1_WT_4h_BR1
2691,ins,GFP_BAR_004,0,HAP1_WT_4h_BR1
2692,repaired,GFP_BAR_004,0,HAP1_WT_4h_BR1
2693,total,GFP_BAR_004,456,HAP1_WT_4h_BR1
2694,unrepaired,GFP_BAR_004,0,HAP1_WT_4h_BR1
2695,A,GFP_BAR_005,2,HAP1_WT_4h_BR1
2696,C,GFP_BAR_005,4549,HAP1_WT_4h_BR1
2697,G,GFP_BAR_005,2,HAP1_WT_4h_BR1
2698,T,GFP_BAR_005,634,HAP1_WT_4h_BR1
2699,del,GFP_BAR_005,5,HAP1_WT_4h_BR1
2700,del_mh,GFP_BAR_005,0,HAP1_WT_4h_BR1
2701,del_nomh,GFP_BAR_005,5,HAP1_WT_4h_BR1
2702,ins,GFP_BAR_005,0,HAP1_WT_4h_BR1
2703,repaired,GFP_BAR_005,4549,HAP1_WT_4h_BR1
2704,total,GFP_BAR_005,5192,HAP1_WT_4h_BR1
2705,unrepaired,GFP_BAR_005,634,HAP1_WT_4h_BR1
2706,A,GFP_BAR_006,578,HAP1_WT_4h_BR1
2707,C,GFP_BAR_006,4056,HAP1_WT_4h_BR1
2708,G,GFP_BAR_006,5,HAP1_WT_4h_BR1
2709,T,GFP_BAR_006,1,HAP1_WT_4h_BR1
2710,del,GFP_BAR_006,17,HAP1_WT_4h_BR1
2711,del_mh,GFP_BAR_006,0,HAP1_WT_4h_BR1
2712,del_nomh,GFP_BAR_006,17,HAP1_WT_4h_BR1
2713,ins,GFP_BAR_006,0,HAP1_WT_4h_BR1
2714,repaired,GFP_BAR_006,4056,HAP1_WT_4h_BR1
2715,total,GFP_BAR_006,4657,HAP1_WT_4h_BR1
2716,unrepaired,GFP_BAR_006,578,HAP1_WT_4h_BR1
2717,A,GFP_BAR_007,16,HAP1_WT_4h_BR1
2718,C,GFP_BAR_007,4,HAP1_WT_4h_BR1
2719,G,GFP_BAR_007,3519,HAP1_WT_4h_BR1
2720,T,GFP_BAR_007,698,HAP1_WT_4h_BR1
2721,del,GFP_BAR_007,94,HAP1_WT_4h_BR1
2722,del_mh,GFP_BAR_007,0,HAP1_WT_4h_BR1
2723,del_nomh,GFP_BAR_007,94,HAP1_WT_4h_BR1
2724,ins,GFP_BAR_007,0,HAP1_WT_4h_BR1
2725,repaired,GFP_BAR_007,3519,HAP1_WT_4h_BR1
2726,total,GFP_BAR_007,4331,HAP1_WT_4h_BR1
2727,unrepaired,GFP_BAR_007,698,HAP1_WT_4h_BR1
2728,A,GFP_BAR_008,15,HAP1_WT_4h_BR1
2729,C,GFP_BAR_008,0,HAP1_WT_4h_BR1
2730,G,GFP_BAR_008,6561,HAP1_WT_4h_BR1
2731,T,GFP_BAR_008,1,HAP1_WT_4h_BR1
2732,del,GFP_BAR_008,9,HAP1_WT_4h_BR1
2733,del_mh,GFP_BAR_008,3,HAP1_WT_4h_BR1
2734,del_nomh,GFP_BAR_008,6,HAP1_WT_4h_BR1
2735,ins,GFP_BAR_008,0,HAP1_WT_4h_BR1
2736,repaired,GFP_BAR_008,6561,HAP1_WT_4h_BR1
2737,total,GFP_BAR_008,6586,HAP1_WT_4h_BR1
2738,unrepaired,GFP_BAR_008,15,HAP1_WT_4h_BR1
2739,A,GFP_BAR_009,5,HAP1_WT_4h_BR1
2740,C,GFP_BAR_009,1315,HAP1_WT_4h_BR1
2741,G,GFP_BAR_009,15,HAP1_WT_4h_BR1
2742,T,GFP_BAR_009,5616,HAP1_WT_4h_BR1
