,metric,reporter,count,sample
5154,del_nomh,GFP_BAR_003,1,TK6_LIG4_4h_BR0
5155,ins,GFP_BAR_003,0,TK6_LIG4_4h_BR0
5156,repaired,GFP_BAR_003,750,TK6_LIG4_4h_BR0
5157,total,GFP_BAR_003,5726,TK6_LIG4_4h_BR0
5158,unrepaired,GFP_BAR_003,4974,TK6_LIG4_4h_BR0
5159,A,GFP_BAR_004,0,TK6_LIG4_4h_BR0
5160,C,GFP_BAR_004,0,TK6_LIG4_4h_BR0
5161,G,GFP_BAR_004,0,TK6_LIG4_4h_BR0
5162,T,GFP_BAR_004,0,TK6_LIG4_4h_BR0
5163,del,GFP_BAR_004,0,TK6_LIG4_4h_BR0
5164,del_mh,GFP_BAR_004,0,TK6_LIG4_4h_BR0
5165,del_nomh,GFP_BAR_004,0,TK6_LIG4_4h_BR0
5166,ins,GFP_BAR_004,0,TK6_LIG4_4h_BR0
5167,repaired,GFP_BAR_004,0,TK6_LIG4_4h_BR0
5168,total,GFP_BAR_004,773,TK6_LIG4_4h_BR0
5169,unrepaired,GFP_BAR_004,0,TK6_LIG4_4h_BR0
5170,A,GFP_BAR_005,4,TK6_LIG4_4h_BR0
5171,C,GFP_BAR_005,1631,TK6_LIG4_4h_BR0
5172,G,GFP_BAR_005,2,TK6_LIG4_4h_BR0
5173,T,GFP_BAR_005,7949,TK6_LIG4_4h_BR0
5174,del,GFP_BAR_005,7,TK6_LIG4_4h_BR0
5175,del_mh,GFP_BAR_005,0,TK6_LIG4_4h_BR0
5176,del_nomh,GFP_BAR_005,7,TK6_LIG4_4h_BR0
5177,ins,GFP_BAR_005,0,TK6_LIG4_4h_BR0
5178,repaired,GFP_BAR_005,1631,TK6_LIG4_4h_BR0
5179,total,GFP_BAR_005,9593,TK6_LIG4_4h_BR0
5180,unrepaired,GFP_BAR_005,7949,TK6_LIG4_4h_BR0
5181,A,GFP_BAR_006,414,TK6_LIG4_4h_BR0
5182,C,GFP_BAR_006,9207,TK6_LIG4_4h_BR0
5183,G,GFP_BAR_006,3,TK6_LIG4_4h_BR0
5184,T,GFP_BAR_006,17,TK6_LIG4_4h_BR0
5185,del,GFP_BAR_006,34,TK6_LIG4_4h_BR0
5186,del_mh,GFP_BAR_006,0,TK6_LIG4_4h_BR0
5187,del_nomh,GFP_BAR_006,34,TK6_LIG4_4h_BR0
5188,ins,GFP_BAR_006,0,TK6_LIG4_4h_BR0
5189,repaired,GFP_BAR_006,9207,TK6_LIG4_4h_BR0
5190,total,GFP_BAR_006,9675,TK6_LIG4_4h_BR0
5191,unrepaired,GFP_BAR_006,414,TK6_LIG4_4h_BR0
5192,A,GFP_BAR_007,20,TK6_LIG4_4h_BR0
5193,C,GFP_BAR_007,8,TK6_LIG4_4h_BR0
5194,G,GFP_BAR_007,10361,TK6_LIG4_4h_BR0
5195,T,GFP_BAR_007,1271,TK6_LIG4_4h_BR0
5196,del,GFP_BAR_007,397,TK6_LIG4_4h_BR0
5197,del_mh,GFP_BAR_007,0,TK6_LIG4_4h_BR0
5198,del_nomh,GFP_BAR_007,397,TK6_LIG4_4h_BR0
5199,ins,GFP_BAR_007,0,TK6_LIG4_4h_BR0
5200,repaired,GFP_BAR_007,10361,TK6_LIG4_4h_BR0
5201,total,GFP_BAR_007,12057,TK6_LIG4_4h_BR0
5202,unrepaired,GFP_BAR_007,1271,TK6_LIG4_4h_BR0
5203,A,GFP_BAR_008,221,TK6_LIG4_4h_BR0
5204,C,GFP_BAR_008,4,TK6_LIG4_4h_BR0
5205,G,GFP_BAR_008,12900,TK6_LIG4_4h_BR0
5206,T,GFP_BAR_008,2,TK6_LIG4_4h_BR0
5207,del,GFP_BAR_008,9,TK6_LIG4_4h_BR0
5208,del_mh,GFP_BAR_008,1,TK6_LIG4_4h_BR0
5209,del_nomh,GFP_BAR_008,8,TK6_LIG4_4h_BR0
5210,ins,GFP_BAR_008,0,TK6_LIG4_4h_BR0
5211,repaired,GFP_BAR_008,12900,TK6_LIG4_4h_BR0
5212,total,GFP_BAR_008,13136,TK6_LIG4_4h_BR0
5213,unrepaired,GFP_BAR_008,221,TK6_LIG4_4h_BR0
5214,A,GFP_BAR_009,9,TK6_LIG4_4h_BR0
5215,C,GFP_BAR_009,1955,TK6_LIG4_4h_BR0
5216,G,GFP_BAR_009,12,TK6_LIG4_4h_BR0
5217,T,GFP_BAR_009,9001,TK6_LIG4_4h_BR0
5218,del,GFP_BAR_009,94,TK6_LIG4_4h_BR0
5219,del_mh,GFP_BAR_009,0,TK6_LIG4_4h_BR0
5220,del_nomh,GFP_BAR_009,94,TK6_LIG4_4h_BR0
5221,ins,GFP_BAR_009,0,TK6_LIG4_4h_BR0
5222,repaired,GFP_BAR_009,9001,TK6_LIG4_4h_BR0
5223,total,GFP_BAR_009,11071,TK6_LIG4_4h_BR0
5224,unrepaired,GFP_BAR_009,1955,TK6_LIG4_4h_BR0
5225,A,GFP_BAR_010,0,TK6_LIG4_4h_BR0
5226,C,GFP_BAR_010,0,TK6_LIG4_4h_BR0
5227,G,GFP_BAR_010,0,TK6_LIG4_4h_BR0
5228,T,GFP_BAR_010,0,TK6_LIG4_4h_BR0
5229,del,GFP_BAR_010,0,TK6_LIG4_4h_BR0
5230,del_mh,GFP_BAR_010,0,TK6_LIG4_4h_BR0
5231,del_nomh,GFP_BAR_010,0,TK6_LIG4_4h_BR0
5232,ins,GFP_BAR_010,0,TK6_LIG4_4h_BR0
5233,repaired,GFP_BAR_010,0,TK6_LIG4_4h_BR0
5234,total,GFP_BAR_010,6296,TK6_LIG4_4h_BR0
5235,unrepaired,GFP_BAR_010,0,TK6_LIG4_4h_BR0
5236,A,GFP_BAR_DSBR_2,0,TK6_LIG4_4h_BR0
5237,C,GFP_BAR_DSBR_2,0,TK6_LIG4_4h_BR0
5238,G,GFP_BAR_DSBR_2,0,TK6_LIG4_4h_BR0
5239,T,GFP_BAR_DSBR_2,0,TK6_LIG4_4h_BR0
5240,del,GFP_BAR_DSBR_2,199,TK6_LIG4_4h_BR0
5241,del_mh,GFP_BAR_DSBR_2,198,TK6_LIG4_4h_BR0
5242,del_nomh,GFP_BAR_DSBR_2,1,TK6_LIG4_4h_BR0
5243,ins,GFP_BAR_DSBR_2,0,TK6_LIG4_4h_BR0
5244,repaired,GFP_BAR_DSBR_2,0,TK6_LIG4_4h_BR0
5245,total,GFP_BAR_DSBR_2,313,TK6_LIG4_4h_BR0
5246,unrepaired,GFP_BAR_DSBR_2,0,TK6_LIG4_4h_BR0
5247,A,GFP_BAR_003,9,U2OS_XPG_4h_BR0
5248,C,GFP_BAR_003,14694,U2OS_XPG_4h_BR0
5249,G,GFP_BAR_003,4129,U2OS_XPG_4h_BR0
5250,T,GFP_BAR_003,5,U2OS_XPG_4h_BR0
5251,del,GFP_BAR_003,9,U2OS_XPG_4h_BR0
5252,del_mh,GFP_BAR_003,0,U2OS_XPG_4h_BR0
5253,del_nomh,GFP_BAR_003,9,U2OS_XPG_4h_BR0
5254,ins,GFP_BAR_003,1,U2OS_XPG_4h_BR0
5255,repaired,GFP_BAR_003,4129,U2OS_XPG_4h_BR0
5256,total,GFP_BAR_003,18846,U2OS_XPG_4h_BR0
5257,unrepaired,GFP_BAR_003,14694,U2OS_XPG_4h_BR0
5258,A,GFP_BAR_004,0,U2OS_XPG_4h_BR0
5259,C,GFP_BAR_004,0,U2OS_XPG_4h_BR0
5260,G,GFP_BAR_004,0,U2OS_XPG_4h_BR0
5261,T,GFP_BAR_004,0,U2OS_XPG_4h_BR0
5262,del,GFP_BAR_004,0,U2OS_XPG_4h_BR0
5263,del_mh,GFP_BAR_004,0,U2OS_XPG_4h_BR0
5264,del_nomh,GFP_BAR_004,0,U2OS_XPG_4h_BR0
5265,ins,GFP_BAR_004,0,U2OS_XPG_4h_BR0
5266,repaired,GFP_BAR_004,0,U2OS_XPG_4h_BR0
5267,total,GFP_BAR_004,83,U2OS_XPG_4h_BR0
5268,unrepaired,GFP_BAR_004,0,U2OS_XPG_4h_BR0
5269,A,GFP_BAR_005,19,U2OS_XPG_4h_BR0
5270,C,GFP_BAR_005,19348,U2OS_XPG_4h_BR0
5271,G,GFP_BAR_005,5,U2OS_XPG_4h_BR0
5272,T,GFP_BAR_005,9915,U2OS_XPG_4h_BR0
5273,del,GFP_BAR_005,48,U2OS_XPG_4h_BR0
5274,del_mh,GFP_BAR_005,1,U2OS_XPG_4h_BR0
5275,del_nomh,GFP_BAR_005,47,U2OS_XPG_4h_BR0
5276,ins,GFP_BAR_005,4,U2OS_XPG_4h_BR0
5277,repaired,GFP_BAR_005,19348,U2OS_XPG_4h_BR0
5278,total,GFP_BAR_005,29335,U2OS_XPG_4h_BR0
5279,unrepaired,GFP_BAR_005,9915,U2OS_XPG_4h_BR0
5280,A,GFP_BAR_006,1737,U2OS_XPG_4h_BR0
5281,C,GFP_BAR_006,24905,U2OS_XPG_4h_BR0
5282,G,GFP_BAR_006,21,U2OS_XPG_4h_BR0
5283,T,GFP_BAR_006,49,U2OS_XPG_4h_BR0
5284,del,GFP_BAR_006,143,U2OS_XPG_4h_BR0
5285,del_mh,GFP_BAR_006,4,U2OS_XPG_4h_BR0
5286,del_nomh,GFP_BAR_006,139,U2OS_XPG_4h_BR0
5287,ins,GFP_BAR_006,0,U2OS_XPG_4h_BR0
5288,repaired,GFP_BAR_006,24905,U2OS_XPG_4h_BR0
5289,total,GFP_BAR_006,26855,U2OS_XPG_4h_BR0
5290,unrepaired,GFP_BAR_006,1737,U2OS_XPG_4h_BR0
5291,A,GFP_BAR_007,29,U2OS_XPG_4h_BR0
5292,C,GFP_BAR_007,57,U2OS_XPG_4h_BR0
5293,G,GFP_BAR_007,11617,U2OS_XPG_4h_BR0
5294,T,GFP_BAR_007,5088,U2OS_XPG_4h_BR0
5295,del,GFP_BAR_007,875,U2OS_XPG_4h_BR0
5296,del_mh,GFP_BAR_007,0,U2OS_XPG_4h_BR0
5297,del_nomh,GFP_BAR_007,875,U2OS_XPG_4h_BR0
5298,ins,GFP_BAR_007,1,U2OS_XPG_4h_BR0
5299,repaired,GFP_BAR_007,11617,U2OS_XPG_4h_BR0
5300,total,GFP_BAR_007,17666,U2OS_XPG_4h_BR0
5301,unrepaired,GFP_BAR_007,5088,U2OS_XPG_4h_BR0
5302,A,GFP_BAR_008,147,U2OS_XPG_4h_BR0
5303,C,GFP_BAR_008,1,U2OS_XPG_4h_BR0
5304,G,GFP_BAR_008,41956,U2OS_XPG_4h_BR0
5305,T,GFP_BAR_008,10,U2OS_XPG_4h_BR0
5306,del,GFP_BAR_008,40,U2OS_XPG_4h_BR0
5307,del_mh,GFP_BAR_008,0,U2OS_XPG_4h_BR0
5308,del_nomh,GFP_BAR_008,40,U2OS_XPG_4h_BR0
5309,ins,GFP_BAR_008,2,U2OS_XPG_4h_BR0
5310,repaired,GFP_BAR_008,41956,U2OS_XPG_4h_BR0
5311,total,GFP_BAR_008,42154,U2OS_XPG_4h_BR0
5312,unrepaired,GFP_BAR_008,147,U2OS_XPG_4h_BR0
5313,A,GFP_BAR_009,43,U2OS_XPG_4h_BR0
5314,C,GFP_BAR_009,15084,U2OS_XPG_4h_BR0
5315,G,GFP_BAR_009,109,U2OS_XPG_4h_BR0
5316,T,GFP_BAR_009,28045,U2OS_XPG_4h_BR0
5317,del,GFP_BAR_009,703,U2OS_XPG_4h_BR0
5318,del_mh,GFP_BAR_009,1,U2OS_XPG_4h_BR0
5319,del_nomh,GFP_BAR_009,702,U2OS_XPG_4h_BR0
5320,ins,GFP_BAR_009,0,U2OS_XPG_4h_BR0
5321,repaired,GFP_BAR_009,28045,U2OS_XPG_4h_BR0
5322,total,GFP_BAR_009,43984,U2OS_XPG_4h_BR0
5323,unrepaired,GFP_BAR_009,15084,U2OS_XPG_4h_BR0
5324,A,GFP_BAR_010,0,U2OS_XPG_4h_BR0
5325,C,GFP_BAR_010,0,U2OS_XPG_4h_BR0
5326,G,GFP_BAR_010,0,U2OS_XPG_4h_BR0
5327,T,GFP_BAR_010,0,U2OS_XPG_4h_BR0
5328,del,GFP_BAR_010,0,U2OS_XPG_4h_BR0
5329,del_mh,GFP_BAR_010,0,U2OS_XPG_4h_BR0
5330,del_nomh,GFP_BAR_010,0,U2OS_XPG_4h_BR0
5331,ins,GFP_BAR_010,0,U2OS_XPG_4h_BR0
5332,repaired,GFP_BAR_010,0,U2OS_XPG_4h_BR0
5333,total,GFP_BAR_010,17787,U2OS_XPG_4h_BR0
5334,unrepaired,GFP_BAR_010,0,U2OS_XPG_4h_BR0
5335,A,GFP_BAR_DSBR_2,0,U2OS_XPG_4h_BR0
5336,C,GFP_BAR_DSBR_2,0,U2OS_XPG_4h_BR0
5337,G,GFP_BAR_DSBR_2,0,U2OS_XPG_4h_BR0
5338,T,GFP_BAR_DSBR_2,0,U2OS_XPG_4h_BR0
5339,del,GFP_BAR_DSBR_2,1141,U2OS_XPG_4h_BR0
5340,del_mh,GFP_BAR_DSBR_2,270,U2OS_XPG_4h_BR0
5341,del_nomh,GFP_BAR_DSBR_2,871,U2OS_XPG_4h_BR0
5342,ins,GFP_BAR_DSBR_2,69,U2OS_XPG_4h_BR0
5343,repaired,GFP_BAR_DSBR_2,0,U2OS_XPG_4h_BR0
5344,total,GFP_BAR_DSBR_2,42432,U2OS_XPG_4h_BR0
5345,unrepaired,GFP_BAR_DSBR_2,0,U2OS_XPG_4h_BR0
5346,A,GFP_BAR_003,0,U2OS_OGG1_1h_BR2
5347,C,GFP_BAR_003,16348,U2OS_OGG1_1h_BR2
5348,G,GFP_BAR_003,580,U2OS_OGG1_1h_BR2
5349,T,GFP_BAR_003,6,U2OS_OGG1_1h_BR2
5350,del,GFP_BAR_003,3,U2OS_OGG1_1h_BR2
5351,del_mh,GFP_BAR_003,0,U2OS_OGG1_1h_BR2
5352,del_nomh,GFP_BAR_003,3,U2OS_OGG1_1h_BR2
5353,ins,GFP_BAR_003,1,U2OS_OGG1_1h_BR2
5354,repaired,GFP_BAR_003,580,U2OS_OGG1_1h_BR2
5355,total,GFP_BAR_003,16937,U2OS_OGG1_1h_BR2
5356,unrepaired,GFP_BAR_003,16348,U2OS_OGG1_1h_BR2
5357,A,GFP_BAR_004,0,U2OS_OGG1_1h_BR2
5358,C,GFP_BAR_004,0,U2OS_OGG1_1h_BR2
5359,G,GFP_BAR_004,0,U2OS_OGG1_1h_BR2
5360,T,GFP_BAR_004,0,U2OS_OGG1_1h_BR2
5361,del,GFP_BAR_004,0,U2OS_OGG1_1h_BR2
5362,del_mh,GFP_BAR_004,0,U2OS_OGG1_1h_BR2
5363,del_nomh,GFP_BAR_004,0,U2OS_OGG1_1h_BR2
5364,ins,GFP_BAR_004,0,U2OS_OGG1_1h_BR2
5365,repaired,GFP_BAR_004,0,U2OS_OGG1_1h_BR2
5366,total,GFP_BAR_004,898,U2OS_OGG1_1h_BR2
5367,unrepaired,GFP_BAR_004,0,U2OS_OGG1_1h_BR2
5368,A,GFP_BAR_005,21,U2OS_OGG1_1h_BR2
5369,C,GFP_BAR_005,8728,U2OS_OGG1_1h_BR2
5370,G,GFP_BAR_005,2,U2OS_OGG1_1h_BR2
5371,T,GFP_BAR_005,9124,U2OS_OGG1_1h_BR2
5372,del,GFP_BAR_005,33,U2OS_OGG1_1h_BR2
5373,del_mh,GFP_BAR_005,0,U2OS_OGG1_1h_BR2
5374,del_nomh,GFP_BAR_005,33,U2OS_OGG1_1h_BR2
5375,ins,GFP_BAR_005,1,U2OS_OGG1_1h_BR2
5376,repaired,GFP_BAR_005,8728,U2OS_OGG1_1h_BR2
5377,total,GFP_BAR_005,17908,U2OS_OGG1_1h_BR2
5378,unrepaired,GFP_BAR_005,9124,U2OS_OGG1_1h_BR2
5379,A,GFP_BAR_006,2326,U2OS_OGG1_1h_BR2
5380,C,GFP_BAR_006,16423,U2OS_OGG1_1h_BR2
5381,G,GFP_BAR_006,15,U2OS_OGG1_1h_BR2
5382,T,GFP_BAR_006,44,U2OS_OGG1_1h_BR2
5383,del,GFP_BAR_006,50,U2OS_OGG1_1h_BR2
5384,del_mh,GFP_BAR_006,4,U2OS_OGG1_1h_BR2
5385,del_nomh,GFP_BAR_006,46,U2OS_OGG1_1h_BR2
5386,ins,GFP_BAR_006,1,U2OS_OGG1_1h_BR2
5387,repaired,GFP_BAR_006,16423,U2OS_OGG1_1h_BR2
5388,total,GFP_BAR_006,18858,U2OS_OGG1_1h_BR2
5389,unrepaired,GFP_BAR_006,2326,U2OS_OGG1_1h_BR2
5390,A,GFP_BAR_007,24,U2OS_OGG1_1h_BR2
5391,C,GFP_BAR_007,35,U2OS_OGG1_1h_BR2
5392,G,GFP_BAR_007,1389,U2OS_OGG1_1h_BR2
5393,T,GFP_BAR_007,3225,U2OS_OGG1_1h_BR2
5394,del,GFP_BAR_007,242,U2OS_OGG1_1h_BR2
5395,del_mh,GFP_BAR_007,0,U2OS_OGG1_1h_BR2
5396,del_nomh,GFP_BAR_007,242,U2OS_OGG1_1h_BR2
5397,ins,GFP_BAR_007,0,U2OS_OGG1_1h_BR2
5398,repaired,GFP_BAR_007,1389,U2OS_OGG1_1h_BR2
5399,total,GFP_BAR_007,4915,U2OS_OGG1_1h_BR2
5400,unrepaired,GFP_BAR_007,3225,U2OS_OGG1_1h_BR2
5401,A,GFP_BAR_008,92,U2OS_OGG1_1h_BR2
5402,C,GFP_BAR_008,0,U2OS_OGG1_1h_BR2
5403,G,GFP_BAR_008,22943,U2OS_OGG1_1h_BR2
5404,T,GFP_BAR_008,3,U2OS_OGG1_1h_BR2
5405,del,GFP_BAR_008,24,U2OS_OGG1_1h_BR2
5406,del_mh,GFP_BAR_008,2,U2OS_OGG1_1h_BR2
5407,del_nomh,GFP_BAR_008,22,U2OS_OGG1_1h_BR2
5408,ins,GFP_BAR_008,2,U2OS_OGG1_1h_BR2
5409,repaired,GFP_BAR_008,22943,U2OS_OGG1_1h_BR2
5410,total,GFP_BAR_008,23062,U2OS_OGG1_1h_BR2
5411,unrepaired,GFP_BAR_008,92,U2OS_OGG1_1h_BR2
5412,A,GFP_BAR_009,31,U2OS_OGG1_1h_BR2
5413,C,GFP_BAR_009,24514,U2OS_OGG1_1h_BR2
5414,G,GFP_BAR_009,31,U2OS_OGG1_1h_BR2
5415,T,GFP_BAR_009,10094,U2OS_OGG1_1h_BR2
5416,del,GFP_BAR_009,403,U2OS_OGG1_1h_BR2
5417,del_mh,GFP_BAR_009,0,U2OS_OGG1_1h_BR2
5418,del_nomh,GFP_BAR_009,403,U2OS_OGG1_1h_BR2
5419,ins,GFP_BAR_009,0,U2OS_OGG1_1h_BR2
5420,repaired,GFP_BAR_009,10094,U2OS_OGG1_1h_BR2
5421,total,GFP_BAR_009,35073,U2OS_OGG1_1h_BR2
5422,unrepaired,GFP_BAR_009,24514,U2OS_OGG1_1h_BR2
5423,A,GFP_BAR_010,0,U2OS_OGG1_1h_BR2
5424,C,GFP_BAR_010,0,U2OS_OGG1_1h_BR2
5425,G,GFP_BAR_010,0,U2OS_OGG1_1h_BR2
5426,T,GFP_BAR_010,0,U2OS_OGG1_1h_BR2
5427,del,GFP_BAR_010,0,U2OS_OGG1_1h_BR2
5428,del_mh,GFP_BAR_010,0,U2OS_OGG1_1h_BR2
5429,del_nomh,GFP_BAR_010,0,U2OS_OGG1_1h_BR2
5430,ins,GFP_BAR_010,0,U2OS_OGG1_1h_BR2
5431,repaired,GFP_BAR_010,0,U2OS_OGG1_1h_BR2
5432,total,GFP_BAR_010,10756,U2OS_OGG1_1h_BR2
5433,unrepaired,GFP_BAR_010,0,U2OS_OGG1_1h_BR2
5434,A,GFP_BAR_DSBR_2,0,U2OS_OGG1_1h_BR2
5435,C,GFP_BAR_DSBR_2,0,U2OS_OGG1_1h_BR2
5436,G,GFP_BAR_DSBR_2,0,U2OS_OGG1_1h_BR2
5437,T,GFP_BAR_DSBR_2,0,U2OS_OGG1_1h_BR2
5438,del,GFP_BAR_DSBR_2,296,U2OS_OGG1_1h_BR2
5439,del_mh,GFP_BAR_DSBR_2,10,U2OS_OGG1_1h_BR2
5440,del_nomh,GFP_BAR_DSBR_2,286,U2OS_OGG1_1h_BR2
5441,ins,GFP_BAR_DSBR_2,48,U2OS_OGG1_1h_BR2
5442,repaired,GFP_BAR_DSBR_2,0,U2OS_OGG1_1h_BR2
5443,total,GFP_BAR_DSBR_2,43401,U2OS_OGG1_1h_BR2
5444,unrepaired,GFP_BAR_DSBR_2,0,U2OS_OGG1_1h_BR2
5445,A,GFP_BAR_003,0,U2OS_WT_4h_BR2
5446,C,GFP_BAR_003,10168,U2OS_WT_4h_BR2
5447,G,GFP_BAR_003,1411,U2OS_WT_4h_BR2
5448,T,GFP_BAR_003,2,U2OS_WT_4h_BR2
5449,del,GFP_BAR_003,8,U2OS_WT_4h_BR2
5450,del_mh,GFP_BAR_003,1,U2OS_WT_4h_BR2
5451,del_nomh,GFP_BAR_003,7,U2OS_WT_4h_BR2
5452,ins,GFP_BAR_003,0,U2OS_WT_4h_BR2
5453,repaired,GFP_BAR_003,1411,U2OS_WT_4h_BR2
5454,total,GFP_BAR_003,11589,U2OS_WT_4h_BR2
5455,unrepaired,GFP_BAR_003,10168,U2OS_WT_4h_BR2
5456,A,GFP_BAR_004,0,U2OS_WT_4h_BR2
5457,C,GFP_BAR_004,0,U2OS_WT_4h_BR2
5458,G,GFP_BAR_004,0,U2OS_WT_4h_BR2
5459,T,GFP_BAR_004,0,U2OS_WT_4h_BR2
5460,del,GFP_BAR_004,0,U2OS_WT_4h_BR2
5461,del_mh,GFP_BAR_004,0,U2OS_WT_4h_BR2
5462,del_nomh,GFP_BAR_004,0,U2OS_WT_4h_BR2
5463,ins,GFP_BAR_004,0,U2OS_WT_4h_BR2
5464,repaired,GFP_BAR_004,0,U2OS_WT_4h_BR2
5465,total,GFP_BAR_004,1150,U2OS_WT_4h_BR2
5466,unrepaired,GFP_BAR_004,0,U2OS_WT_4h_BR2
5467,A,GFP_BAR_005,5,U2OS_WT_4h_BR2
5468,C,GFP_BAR_005,16011,U2OS_WT_4h_BR2
5469,G,GFP_BAR_005,1,U2OS_WT_4h_BR2
5470,T,GFP_BAR_005,2479,U2OS_WT_4h_BR2
5471,del,GFP_BAR_005,21,U2OS_WT_4h_BR2
5472,del_mh,GFP_BAR_005,1,U2OS_WT_4h_BR2
5473,del_nomh,GFP_BAR_005,20,U2OS_WT_4h_BR2
5474,ins,GFP_BAR_005,1,U2OS_WT_4h_BR2
5475,repaired,GFP_BAR_005,16011,U2OS_WT_4h_BR2
5476,total,GFP_BAR_005,18517,U2OS_WT_4h_BR2
5477,unrepaired,GFP_BAR_005,2479,U2OS_WT_4h_BR2
5478,A,GFP_BAR_006,826,U2OS_WT_4h_BR2
5479,C,GFP_BAR_006,14489,U2OS_WT_4h_BR2
5480,G,GFP_BAR_006,4,U2OS_WT_4h_BR2
5481,T,GFP_BAR_006,20,U2OS_WT_4h_BR2
5482,del,GFP_BAR_006,51,U2OS_WT_4h_BR2
5483,del_mh,GFP_BAR_006,0,U2OS_WT_4h_BR2
5484,del_nomh,GFP_BAR_006,51,U2OS_WT_4h_BR2
5485,ins,GFP_BAR_006,0,U2OS_WT_4h_BR2
5486,repaired,GFP_BAR_006,14489,U2OS_WT_4h_BR2
5487,total,GFP_BAR_006,15390,U2OS_WT_4h_BR2
5488,unrepaired,GFP_BAR_006,826,U2OS_WT_4h_BR2
5489,A,GFP_BAR_007,11,U2OS_WT_4h_BR2
5490,C,GFP_BAR_007,13,U2OS_WT_4h_BR2
5491,G,GFP_BAR_007,4460,U2OS_WT_4h_BR2
5492,T,GFP_BAR_007,1693,U2OS_WT_4h_BR2
5493,del,GFP_BAR_007,120,U2OS_WT_4h_BR2
5494,del_mh,GFP_BAR_007,0,U2OS_WT_4h_BR2
5495,del_nomh,GFP_BAR_007,120,U2OS_WT_4h_BR2
5496,ins,GFP_BAR_007,1,U2OS_WT_4h_BR2
5497,repaired,GFP_BAR_007,4460,U2OS_WT_4h_BR2
5498,total,GFP_BAR_007,6297,U2OS_WT_4h_BR2
5499,unrepaired,GFP_BAR_007,1693,U2OS_WT_4h_BR2
5500,A,GFP_BAR_008,45,U2OS_WT_4h_BR2
5501,C,GFP_BAR_008,0,U2OS_WT_4h_BR2
5502,G,GFP_BAR_008,20126,U2OS_WT_4h_BR2
5503,T,GFP_BAR_008,2,U2OS_WT_4h_BR2
5504,del,GFP_BAR_008,14,U2OS_WT_4h_BR2
5505,del_mh,GFP_BAR_008,0,U2OS_WT_4h_BR2
5506,del_nomh,GFP_BAR_008,14,U2OS_WT_4h_BR2
5507,ins,GFP_BAR_008,1,U2OS_WT_4h_BR2
5508,repaired,GFP_BAR_008,20126,U2OS_WT_4h_BR2
5509,total,GFP_BAR_008,20187,U2OS_WT_4h_BR2
5510,unrepaired,GFP_BAR_008,45,U2OS_WT_4h_BR2
5511,A,GFP_BAR_009,16,U2OS_WT_4h_BR2
5512,C,GFP_BAR_009,6812,U2OS_WT_4h_BR2
5513,G,GFP_BAR_009,52,U2OS_WT_4h_BR2
5514,T,GFP_BAR_009,13034,U2OS_WT_4h_BR2
5515,del,GFP_BAR_009,292,U2OS_WT_4h_BR2
5516,del_mh,GFP_BAR_009,0,U2OS_WT_4h_BR2
5517,del_nomh,GFP_BAR_009,292,U2OS_WT_4h_BR2
5518,ins,GFP_BAR_009,0,U2OS_WT_4h_BR2
5519,repaired,GFP_BAR_009,13034,U2OS_WT_4h_BR2
5520,total,GFP_BAR_009,20206,U2OS_WT_4h_BR2
5521,unrepaired,GFP_BAR_009,6812,U2OS_WT_4h_BR2
5522,A,GFP_BAR_010,0,U2OS_WT_4h_BR2
5523,C,GFP_BAR_010,0,U2OS_WT_4h_BR2
5524,G,GFP_BAR_010,0,U2OS_WT_4h_BR2
5525,T,GFP_BAR_010,0,U2OS_WT_4h_BR2
5526,del,GFP_BAR_010,0,U2OS_WT_4h_BR2
5527,del_mh,GFP_BAR_010,0,U2OS_WT_4h_BR2
5528,del_nomh,GFP_BAR_010,0,U2OS_WT_4h_BR2
5529,ins,GFP_BAR_010,0,U2OS_WT_4h_BR2
5530,repaired,GFP_BAR_010,0,U2OS_WT_4h_BR2
5531,total,GFP_BAR_010,10306,U2OS_WT_4h_BR2
5532,unrepaired,GFP_BAR_010,0,U2OS_WT_4h_BR2
5533,A,GFP_BAR_DSBR_2,0,U2OS_WT_4h_BR2
5534,C,GFP_BAR_DSBR_2,0,U2OS_WT_4h_BR2
5535,G,GFP_BAR_DSBR_2,0,U2OS_WT_4h_BR2
5536,T,GFP_BAR_DSBR_2,0,U2OS_WT_4h_BR2
5537,del,GFP_BAR_DSBR_2,3384,U2OS_WT_4h_BR2
5538,del_mh,GFP_BAR_DSBR_2,628,U2OS_WT_4h_BR2
5539,del_nomh,GFP_BAR_DSBR_2,2756,U2OS_WT_4h_BR2
5540,ins,GFP_BAR_DSBR_2,48,U2OS_WT_4h_BR2
5541,repaired,GFP_BAR_DSBR_2,0,U2OS_WT_4h_BR2
5542,total,GFP_BAR_DSBR_2,27164,U2OS_WT_4h_BR2
5543,unrepaired,GFP_BAR_DSBR_2,0,U2OS_WT_4h_BR2
5544,A,GFP_BAR_003,4,TK6_WT_4h_BR3
5545,C,GFP_BAR_003,8680,TK6_WT_4h_BR3
5546,G,GFP_BAR_003,990,TK6_WT_4h_BR3
5547,T,GFP_BAR_003,1,TK6_WT_4h_BR3
5548,del,GFP_BAR_003,4,TK6_WT_4h_BR3
5549,del_mh,GFP_BAR_003,0,TK6_WT_4h_BR3
5550,del_nomh,GFP_BAR_003,4,TK6_WT_4h_BR3
5551,ins,GFP_BAR_003,1,TK6_WT_4h_BR3
